Relative_ms,Current_A
80180,77.05
80190,73.88
80200,74.76
80210,74.13
80220,68.51
80230,70.3
80240,66.87
80250,63.78
80260,68.58
80270,71.54
80280,74.35
80290,74.33
80300,72.74
80310,70.94
80320,70.87
80330,70.96
80340,71.74
80350,72.22
80360,72.81
80370,72.23
80380,73.46
80390,72.56
80400,72.16
80410,75.38
80420,74.7
80430,74.89
80440,77.84
80450,79.35
80460,74.33
80470,75.7
80480,77.95
80490,76.72
80500,76.05
80510,76.97
80520,80.31
80530,86.82
80540,78.38
80550,74.73
80560,72.19
80570,71.76
80580,70.17
80590,72.13
80600,72.55
80610,67.24
80620,56.22
80630,67.72
80640,73.41
80650,85.54
80660,75.16
80670,85.18
80680,76.16
80690,83.68
80700,77.43
80710,73.89
80720,72.85
80730,71.04
80740,85.05
80750,76.05
80760,74.52
80770,75.89
80780,7.4
80790,68.03
80800,71.99
80810,72.73
80820,71.35
80830,72
80840,39.82
80850,57.94
80860,42.97
80870,61.28
80880,77.83
80890,32.14
80900,0.88
80910,73.17
80920,72.54
80930,29.73
80940,73.64
80950,72.46
80960,74.81
80970,0.44
80980,65
80990,61.55
81000,64.23
81010,68.58
81020,72.65
81030,73.48
81040,71.96
81050,71.45
81060,66.11
81070,68.24
81080,67.17
81090,70.59
81100,88.12
81110,72.85
81120,67.91
81130,77.19
81140,73.1
81150,64.35
81160,64.7
81170,49.61
81180,65.92
81190,73.66
81200,73.28
81210,71.96
81220,47.82
81230,40.62
81240,81.16
81250,45.45
81260,69.11
81270,73.87
81280,76.65
81290,75.28
81300,70.97
81310,82.05
81320,70.89
81330,76.48
81340,74.61
81350,77.26
81360,58.52
81370,73.29
81380,84.91
81390,76.51
81400,76.84
81410,53.65
81420,66.4
81430,78.45
81440,76.31
81450,73.27
81460,74.6
81470,78.09
81480,79.43
81490,77.18
81500,76.33
81510,72.58
81520,88.54
81530,77.47
81540,69.38
81550,70.34
81560,68.2
81570,65.53
81580,66.3
81590,65.47
81600,72.05
81610,65.58
81620,68.05
81630,70.64
81640,73.51
81650,73.69
81660,73.14
81670,74.34
81680,75.23
81690,75.65
81700,75.24
81710,82.79
81720,76.8
81730,72.12
81740,69.55
81750,67.77
81760,68.22
81770,62.09
81780,63.13
81790,67.11
81800,69.14
81810,0.44
81820,0.44
81830,1.92
81840,0.44
81850,0.79
81860,0.44
81870,0.44
81880,0.44
81890,0.44
81900,0.56
81910,87.22
81920,81.74
81930,84.69
81940,81.93
81950,77.88
81960,78.76
81970,78.63
81980,75.49
81990,81.77
82000,78.25
82010,76.05
82020,78.81
82030,73.56
82040,73.12
82050,72.31
82060,69.65
82070,70.51
82080,70.21
82090,71.48
82100,65.75
82110,70.78
82120,71.14
82130,72.16
82140,86.08
82150,75.88
82160,73.3
82170,71.45
82180,73.15
82190,70.46
82200,79.22
82210,75.6
82220,71.45
82230,70.73
82240,80.36
82250,76.39
82260,74.29
82270,69.86
82280,57.91
82290,70.65
82300,77.21
82310,73.39
82320,79.88
82330,73.51
82340,26.29
82350,72.79
82360,70.03
82370,6.5
82380,0.44
82390,22.59
82400,81.91
82410,73.08
82420,83.88
82430,76.29
82440,73.96
82450,84.25
82460,74
82470,72.14
82480,70.21
82490,43.61
82500,83.11
82510,68.93
82520,57.24
82530,76.02
82540,75.84
82550,73.96
82560,73.76
82570,72.36
82580,71.76
82590,71.48
82600,70.67
82610,66.29
82620,78.83
82630,76.51
82640,65.34
82650,64.2
82660,76
82670,72.95
82680,27.61
82690,70.8
82700,69.37
82710,75.29
82720,73.18
82730,44.59
82740,11.24
82750,83.27
82760,49.52
82770,24.12
82780,70.98
82790,63.18
82800,55.12
82810,87.71
82820,77.9
82830,71.74
82840,74.97
82850,57.46
82860,44.68
82870,70.72
82880,77.31
82890,81.75
82900,71.72
82910,22.49
82920,0.44
82930,85.25
82940,81.47
82950,46.17
82960,72.34
82970,84.28
82980,70.28
82990,49.1
83000,48.19
83010,67.48
83020,45.7
83030,67.44
83040,67.69
83050,16.33
83060,38.64
83070,82.73
83080,64.42
83090,42.5
83100,74.83
83110,73.81
83120,75.96
83130,73.06
83140,24.71
83150,44.5
83160,49.34
83170,82.01
83180,0.44
83190,70.51
83200,85.48
83210,63.15
83220,68.29
83230,62.83
83240,73.32
83250,75.66
83260,87.02
83270,62.13
83280,64.16
83290,48.67
83300,25.12
83310,15.22
83320,7.03
83330,2.58
83340,0.44
83350,0.44
83360,0.44
83370,0.44
83380,9.8
83390,0.44
83400,0.44
83410,0.44
83420,1.2
83430,0.44
83440,3.66
83450,0.44
83460,0.44
83470,0.44
83480,0.44
83490,0.44
83500,0.44
83510,2.44
83520,0.44
83530,89.72
83540,86.82
83550,82.7
83560,81.94
83570,79.91
83580,84.75
83590,89.16
83600,83.59
83610,81.13
83620,80.46
83630,78.65
83640,78.91
83650,80.02
83660,79.9
83670,80.34
83680,77.72
83690,75.44
83700,74.44
83710,69.85
83720,73.84
83730,73.72
83740,71.4
83750,72.69
83760,73.31
83770,73.4
83780,65.38
83790,42.14
83800,50.75
83810,65.18
83820,70.17
83830,71.64
83840,70.63
83850,70.7
83860,63.74
83870,64.4
83880,57.48
83890,52.43
83900,57.25
83910,60.57
83920,65.62
83930,68.55
83940,67.39
83950,67.54
83960,66.65
83970,65.22
83980,65.99
83990,69.93
84000,71.12
84010,72.46
84020,71.46
84030,73.49
84040,52.46
84050,22.28
84060,2.77
84070,0.44
84080,6.71
84090,6.24
84100,0.44
84110,0.44
84120,70.27
84130,76.07
84140,82.01
84150,74.27
84160,68.01
84170,73.19
84180,74.52
84190,76.65
84200,75.31
84210,70.99
84220,76.72
84230,53.69
84240,84.14
84250,77.42
84260,84.65
84270,80.78
84280,80.53
84290,81.08
84300,82.58
84310,81.96
84320,79.3
84330,79.71
84340,79.77
84350,81.75
84360,77.48
84370,74.85
84380,71.45
84390,72.9
84400,67.27
84410,67.62
84420,65.92
84430,65.16
84440,62.24
84450,64.69
84460,63.78
84470,64.82
84480,67.98
84490,46.4
84500,63.02
84510,71.46
84520,70.71
84530,73.84
84540,72.79
84550,75.2
84560,74.35
84570,73.72
84580,71.61
84590,71.83
84600,71.06
84610,65.87
84620,66.27
84630,71
84640,69.68
84650,71.41
84660,72.02
84670,74.89
84680,73.41
84690,74.35
84700,76.81
84710,71.64
84720,70.23
84730,72.93
84740,74.03
84750,72.45
84760,70.31
84770,71.17
84780,72.06
84790,73.16
84800,72.89
84810,73.6
84820,72.99
84830,73.91
84840,74.91
84850,74.28
84860,72.31
84870,71.97
84880,72.84
84890,74.3
84900,74.58
84910,74.98
84920,76.54
84930,77.44
84940,75.37
84950,77.14
84960,88.41
84970,73.28
84980,74.79
84990,41.55
85000,70.79
85010,73.57
85020,71.72
85030,68.35
85040,65.17
85050,69.52
85060,50.03
85070,69.76
85080,67.73
85090,78.04
85100,72.36
85110,72.2
85120,45.66
85130,72.95
85140,84.87
85150,53
85160,48.62
85170,76.76
85180,13.76
85190,73.87
85200,85.6
85210,83.95
85220,73.42
85230,78.24
85240,77.68
85250,76.76
85260,78.51
85270,35.17
85280,67.75
85290,73.44
85300,74.56
85310,76.1
85320,86.74
85330,78.93
85340,84.48
85350,73.23
85360,71.28
85370,10.64
85380,0.44
85390,0.45
85400,63.01
85410,55.78
85420,69.14
85430,34.8
85440,42.18
85450,74.73
85460,64.16
85470,81.71
85480,68.17
85490,68.88
85500,63.81
85510,67.86
85520,82.26
85530,69.18
85540,73.1
85550,57.05
85560,32.86
85570,50.72
85580,65.45
85590,62.34
85600,68.03
85610,71.92
85620,67.25
85630,64.7
85640,67.48
85650,74.04
85660,74.21
85670,73.68
85680,72.36
85690,73.02
85700,76.3
85710,79.47
85720,78.16
85730,79.47
85740,76.36
85750,73.74
85760,75.99
85770,79.39
85780,77.76
85790,75.66
85800,74.6
85810,78.77
85820,75.82
85830,83.9
85840,78.94
85850,72.92
85860,73.13
85870,71.45
85880,83.42
85890,72.85
85900,71.31
85910,72.29
85920,39.19
85930,1.64
85940,0.44
85950,10.32
85960,59.69
85970,66.11
85980,73.48
85990,72.88
86000,73.99
86010,71.84
86020,73.89
86030,73.05
86040,71.99
86050,72.36
86060,72.6
86070,74.39
86080,70.79
86090,72.13
86100,70.64
86110,70.09
86120,71.03
86130,74.64
86140,77.83
86150,76.96
86160,73.9
86170,74.13
86180,75.4
86190,73.7
86200,74.11
86210,74.45
86220,74.49
86230,76.47
86240,73.21
86250,75.29
86260,76.37
86270,76.82
86280,72.07
86290,74.61
86300,76.82
86310,76.65
86320,78.5
86330,75.9
86340,76.29
86350,75.78
86360,75.01
86370,73.86
86380,73.86
86390,72.78
86400,72.39
86410,72.19
86420,72.69
86430,73.28
86440,74.03
86450,75.28
86460,73.81
86470,73.86
86480,70.86
86490,84.97
86500,62.88
86510,6.58
86520,6.16
86530,34.62
86540,63.08
86550,63.14
86560,66.93
86570,66.66
86580,68.88
86590,72.1
86600,72.01
86610,69.95
86620,76.96
86630,75.04
86640,73.56
86650,52.48
86660,82.67
86670,71.55
86680,79.63
86690,81.36
86700,74.02
86710,75.12
86720,71.97
86730,71.75
86740,78.14
86750,78.66
86760,13.9
86770,75.23
86780,0.44
86790,86.39
86800,83.31
86810,84.28
86820,81.57
86830,80.46
86840,79.36
86850,76.39
86860,75.61
86870,75.17
86880,75
86890,74.77
86900,74.59
86910,74.21
86920,74.41
86930,71.49
86940,71.1
86950,69.23
86960,70.02
86970,70.39
86980,69.91
86990,70.47
87000,69.75
87010,69.86
87020,68.8
87030,68.83
87040,66.11
87050,67.9
87060,67.86
87070,69.83
87080,71.81
87090,72.18
87100,80.38
87110,60.04
87120,10.97
87130,12.67
87140,5.02
87150,6.21
87160,6.58
87170,8.78
87180,3.25
87190,0.44
87200,1.74
87210,0.44
87220,8.83
87230,0.44
87240,4.06
87250,1.64
87260,3.25
87270,4.75
87280,75.83
87290,75.08
87300,78.08
87310,77.46
87320,82.96
87330,72.41
87340,86.33
87350,76.79
87360,76.94
87370,73.31
87380,87
87390,75.91
87400,73.38
87410,76.02
87420,75.48
87430,76.48
87440,79.36
87450,77.51
87460,77.78
87470,77.76
87480,75.59
87490,75.72
87500,74.4
87510,70.79
87520,70.76
87530,70.53
87540,87.07
87550,74.11
87560,71.67
87570,70.82
87580,70.89
87590,74.23
87600,88.38
87610,77.24
87620,74.22
87630,73.31
87640,71.15
87650,71.55
87660,68.65
87670,71.4
87680,69.02
87690,37.76
87700,62.68
87710,72.92
87720,73.22
87730,71.45
87740,67.73
87750,66.96
87760,73
87770,56.9
87780,74.13
87790,75.24
87800,69.19
87810,61.14
87820,71.18
87830,71.6
87840,75.76
87850,72.56
87860,68.99
87870,70.54
87880,67.79
87890,69.2
87900,70.01
87910,78.45
87920,69.5
87930,69.2
87940,40.29
87950,78.35
87960,77.69
87970,76.18
87980,80.16
87990,77.9
88000,74.54
88010,74.64
88020,71.68
88030,68.6
88040,73.99
88050,73.31
88060,83.98
88070,77.61
88080,73.93
88090,72
88100,71.29
88110,70.49
88120,71.8
88130,72.5
88140,72.85
88150,66.01
88160,49.75
88170,30.75
88180,66.26
88190,72.96
88200,75.53
88210,77.59
88220,77.48
88230,78.74
88240,77.85
88250,78.14
88260,77.86
88270,65.21
88280,66.96
88290,70.32
88300,63.2
88310,28
88320,42.35
88330,82.57
88340,80.01
88350,83.87
88360,80.18
88370,79.82
88380,78.5
88390,78.64
88400,74.3
88410,74.92
88420,73.99
88430,71.92
88440,69.4
88450,68.85
88460,68.87
88470,40.35
88480,15.8
88490,19
88500,13.77
88510,73.69
88520,77.31
88530,78.07
88540,84.91
88550,80.51
88560,77.86
88570,77.24
88580,70.59
88590,72.75
88600,71.14
88610,65.8
88620,59.62
88630,13.95
88640,56.36
88650,63.8
88660,65.8
88670,63.56
88680,69.51
88690,71.14
88700,71.5
88710,66.17
88720,71.67
88730,77.03
88740,75.3
88750,73
88760,72.67
88770,70.8
88780,68.69
88790,32.21
88800,51.98
88810,70.05
88820,75.41
88830,73.55
88840,75.69
88850,74
88860,73.69
88870,74.01
88880,74.25
88890,67.8
88900,71.51
88910,63.64
88920,72.38
88930,75.21
88940,45.78
88950,67.72
88960,54.6
88970,71.05
88980,68.08
88990,66.99
89000,67.58
89010,67.45
89020,71.51
89030,68.63
89040,74.8
89050,72.65
89060,71.8
89070,73.12
89080,75.02
89090,73.15
89100,78.98
89110,74.4
89120,69.8
89130,65.82
89140,63.5
89150,59.83
89160,62.31
89170,57.11
89180,73.23
89190,69.87
89200,12.75
89210,43.48
89220,69.14
89230,19.76
89240,66.63
89250,69.42
89260,67.49
89270,66.2
89280,71.33
89290,67.17
89300,63.43
89310,10.12
89320,73.46
89330,56.31
89340,81.35
89350,72.47
89360,38.39
89370,71.74
89380,82.84
89390,74.35
89400,72.12
89410,72.73
89420,71.48
89430,78.14
89440,74.15
89450,75.16
89460,74.31
89470,80.62
89480,74
89490,71.17
89500,71.78
89510,68.24
89520,69.68
89530,73.04
89540,74.48
89550,74.61
89560,75.14
89570,85
89580,77.91
89590,76.14
89600,75.77
89610,74.59
89620,74.28
89630,73.74
89640,73.01
89650,67.25
89660,74.39
89670,70.45
89680,70.52
89690,74.18
89700,73.91
89710,74.68
89720,75.24
89730,72.32
89740,72.66
89750,74.85
89760,75.95
89770,75.57
89780,76.24
89790,78.17
89800,75.73
89810,76.59
89820,77.68
89830,79.01
89840,79.55
89850,75.22
89860,72.62
89870,74.98
89880,77.47
89890,77.45
89900,75.03
89910,70.04
89920,72.72
89930,76.49
89940,76.05
89950,73.77
89960,73.16
89970,77.58
89980,78.14
89990,72.63
90000,67.21
90010,62.96
90020,68.13
90030,80.07
90040,54.03
90050,14.45
90060,5.89
90070,9.24
90080,23.12
90090,59.25
90100,63.35
90110,62.82
90120,53.95
90130,63.37
90140,68.65
90150,68.78
90160,71.25
90170,69.1
90180,68.35
90190,87.47
90200,72.75
90210,65.56
90220,74.2
90230,48.16
90240,73.42
90250,60.56
90260,71.1
90270,57.56
90280,54.29
90290,3.25
90300,0.94
90310,3.27
90320,0.44
90330,3.25
90340,0.44
90350,0.44
90360,1.64
90370,0.44
90380,8.15
90390,0.44
90400,1.25
90410,17.75
90420,78.53
90430,79.09
90440,78.51
90450,82.73
90460,80.34
90470,78.39
90480,81.12
90490,78.06
90500,81.5
90510,76.11
90520,77.86
90530,78.17
90540,67.59
90550,86.79
90560,65.48
90570,64.23
90580,71.29
90590,76.59
90600,81.23
90610,72.29
90620,71.81
90630,83.28
90640,53.42
90650,74.18
90660,37.17
90670,75.12
90680,75.76
90690,74.49
90700,72.78
90710,59.37
90720,67.65
90730,78.99
90740,69.57
90750,70.79
90760,66.53
90770,67.43
90780,61.65
90790,65.09
90800,70.55
90810,70.13
90820,67.4
90830,66.94
90840,73.2
90850,71.16
90860,71.91
90870,74.43
90880,70.88
90890,72.56
90900,69.85
90910,71.86
90920,71.2
90930,72.14
90940,71.96
90950,70.59
90960,69.75
90970,68.14
90980,68.41
90990,64.53
91000,67.17
91010,67.68
91020,70
91030,71.12
91040,71.99
91050,71.69
91060,69.93
91070,67.86
91080,69.54
91090,70.82
91100,73
91110,62.91
91120,65.08
91130,73.8
91140,88.42
91150,72.55
91160,72.74
91170,70.93
91180,71.44
91190,66.98
91200,70.91
91210,69.92
91220,70.09
91230,61.84
91240,71.87
91250,72.69
91260,71.48
91270,72.8
91280,74.03
91290,76.37
91300,75
91310,74.03
91320,71.14
91330,69.88
91340,76.76
91350,73.07
91360,65.98
91370,68.36
91380,68.77
91390,12.33
91400,63.44
91410,71.11
91420,0.45
91430,86.27
91440,76.69
91450,83.22
91460,76.07
91470,79.58
91480,72.64
91490,19.48
91500,69.84
91510,77.94
91520,8.94
91530,1.25
91540,60.96
91550,45.75
91560,64.75
91570,36.9
91580,71.08
91590,74.84
91600,67.36
91610,68.4
91620,70.74
91630,72.53
91640,77.15
91650,73.98
91660,77.4
91670,76.07
91680,72.33
91690,64.47
91700,71.3
91710,65.23
91720,60.88
91730,53.44
91740,85.05
91750,49.08
91760,38.78
91770,54.43
91780,81.04
91790,71.58
91800,72.77
91810,63.35
91820,69.73
91830,79.08
91840,74.22
91850,73.53
91860,67.07
91870,64.58
91880,61.79
91890,57.98
91900,36.36
91910,42.15
91920,59.43
91930,64.94
91940,48.7
91950,76.75
91960,67.04
91970,60.9
91980,71.57
91990,60.3
92000,68.68
92010,74.99
92020,82
92030,74.41
92040,2.87
92050,64.15
92060,66.15
92070,72.88
92080,73.36
92090,73.87
92100,74.23
92110,75.55
92120,71.01
92130,69.86
92140,73.85
92150,76.87
92160,75.45
92170,75.61
92180,76.03
92190,72.21
92200,74.51
92210,75.17
92220,75.6
92230,83.78
92240,80.15
92250,35.43
92260,75.61
92270,81.17
92280,73.94
92290,74.2
92300,77.57
92310,7.35
92320,86.46
92330,69.45
92340,51.4
92350,72.78
92360,36.49
92370,73.2
92380,76.14
92390,75.37
92400,73.14
92410,76.14
92420,78.83
92430,72.24
92440,69.74
92450,71.26
92460,74.94
92470,58.94
92480,88
92490,75.21
92500,72.12
92510,75.04
92520,72.12
92530,72.12
92540,78.87
92550,82.3
92560,74.08
92570,7.72
92580,0.44
92590,69.15
92600,70.21
92610,81.17
92620,75.86
92630,73.74
92640,76.88
92650,72.28
92660,70.04
92670,70.53
92680,69.96
92690,77.46
92700,73.94
92710,74.97
92720,74.25
92730,72.8
92740,70.55
92750,73.62
92760,74.63
92770,72.85
92780,73.88
92790,73.14
92800,73.91
92810,75.61
92820,73.74
92830,75.89
92840,75.58
92850,76.62
92860,75.56
92870,77.85
92880,74.11
92890,73.65
92900,75.02
92910,74.2
92920,75.06
92930,76.32
92940,76.99
92950,76.76
92960,78.23
92970,78.63
92980,77.78
92990,77.3
93000,76.06
93010,77.25
93020,78.55
93030,77.59
93040,77.84
93050,78.76
93060,78.2
93070,75.92
93080,64.14
93090,12.39
93100,44.61
93110,68.58
93120,23.92
93130,13.88
93140,40.32
93150,44.83
93160,37.26
93170,56.11
93180,21.01
93190,4.07
93200,6.04
93210,15.44
93220,30.82
93230,73.66
93240,75.68
93250,80.9
93260,75.08
93270,86.29
93280,79.63
93290,77.46
93300,78.09
93310,75.19
93320,77.02
93330,75.37
93340,14.36
93350,9.69
93360,3.08
93370,10.06
93380,22.63
93390,81.24
93400,79.45
93410,78.68
93420,79.5
93430,82.07
93440,84.17
93450,86.04
93460,82.9
93470,63.42
93480,45.5
93490,78.03
93500,77.32
93510,84.44
93520,79.16
93530,77.4
93540,78.03
93550,79.86
93560,76.07
93570,50.04
93580,86.98
93590,84.93
93600,75.07
93610,70.51
93620,70.74
93630,70.58
93640,64.15
93650,65.85
93660,5.8
93670,0.44
93680,4.58
93690,0.44
93700,4.89
93710,87.21
93720,69.4
93730,82.97
93740,75.42
93750,80.88
93760,76.06
93770,78.4
93780,77.73
93790,73.85
93800,87.22
93810,71.9
93820,81.5
93830,67.35
93840,72.26
93850,70.84
93860,0.44
93870,4.89
93880,70.56
93890,71.04
93900,74.81
93910,75.7
93920,28.3
93930,76.88
93940,76.03
93950,78.15
93960,75.64
93970,61.8
93980,74.43
93990,78.43
94000,75.81
94010,74.91
94020,72.75
94030,57.21
94040,69.78
94050,69.36
94060,67.81
94070,79.94
94080,73.33
94090,74.1
94100,73.08
94110,70.9
94120,66.3
94130,70.86
94140,67.86
94150,72.33
94160,73.03
94170,88.16
94180,74.1
94190,73.75
94200,72.38
94210,73.14
94220,73.39
94230,73.45
94240,72.51
94250,71.64
94260,73.19
94270,73.22
94280,72.57
94290,62.8
94300,72.98
94310,72.66
94320,73.56
94330,73.23
94340,72.84
94350,71.26
94360,25.79
94370,70.06
94380,69.07
94390,73.14
94400,73.07
94410,71.93
94420,67.57
94430,7.5
94440,4.2
94450,0.44
94460,10.1
94470,0.44
94480,3.25
94490,0.44
94500,5.7
94510,0.44
94520,0.44
94530,6.52
94540,0.71
94550,0.44
94560,78.82
94570,88.09
94580,79.81
94590,79.76
94600,85.21
94610,81.61
94620,79.18
94630,78.14
94640,73.58
94650,67.25
94660,71.26
94670,73.37
94680,72.34
94690,72.1
94700,66.17
94710,72.65
94720,66.97
94730,63.84
94740,70.61
94750,72.22
94760,71.83
94770,75.14
94780,76.89
94790,72.73
94800,67.54
94810,1.69
94820,0.44
94830,1.06
94840,1.64
94850,0.44
94860,1.86
94870,0.44
94880,0.44
94890,0.44
94900,0.44
94910,90.8
94920,94.81
94930,95.46
94940,88.69
94950,84.45
94960,80.44
94970,73.07
94980,42.03
94990,16.43
95000,10.33
95010,4.91
95020,6.02
95030,3.33
95040,3.88
95050,4.97
95060,7.06
95070,3.71
95080,11.22
95090,9.34
95100,12.61
95110,11.69
95120,18
95130,22.59
95140,27.51
95150,48.58
95160,43.66
95170,36.44
95180,42.84
95190,57.39
95200,43.21
95210,26.63
95220,53.03
95230,58.57
95240,48.59
95250,17.55
95260,14.64
95270,29.5
95280,20.67
95290,43.92
95300,66.54
95310,68.49
95320,73.52
95330,70.71
95340,66.6
95350,63.33
95360,69.24
95370,86.54
95380,69.84
95390,63.84
95400,61.75
95410,66.74
95420,64.85
95430,66.44
95440,49.38
95450,70.62
95460,46.41
95470,35.03
95480,70.14
95490,80.62
95500,51.68
95510,74.57
95520,73.16
95530,71.54
95540,74.96
95550,76.78
95560,75.73
95570,73.68
95580,74.14
95590,66.02
95600,72.86
95610,57.78
95620,77.75
95630,72.98
95640,82.8
95650,71.68
95660,84.36
95670,77.86
95680,73.77
95690,67.69
95700,72.51
95710,56.19
95720,62.58
95730,19.35
95740,81.64
95750,81.33
95760,75.02
95770,72.7
95780,72.46
95790,65.27
95800,63.45
95810,61.45
95820,68.46
95830,70.62
95840,46.93
95850,72.31
95860,70.22
95870,69.68
95880,70.18
95890,70.69
95900,73.95
95910,73.5
95920,81.1
95930,71.65
95940,71.2
95950,81.33
95960,76.45
95970,75.77
95980,78.06
95990,75.03
96000,58.09
96010,76.74
96020,86.05
96030,5.29
96040,0.44
96050,13.09
96060,1.09
96070,70.28
96080,73.44
96090,73.66
96100,76.9
96110,76.18
96120,74.83
96130,74.34
96140,75.36
96150,73.82
96160,83.35
96170,77.57
96180,76.11
96190,71.86
96200,71.81
96210,14.35
96220,5.59
96230,7.53
96240,7.3
96250,79.21
96260,86.81
96270,82.81
96280,81.58
96290,78.88
96300,81.43
96310,80.5
96320,73.89
96330,73.27
96340,62.94
96350,80.65
96360,79.55
96370,77.58
96380,77.55
96390,73.99
96400,79.36
96410,85.68
96420,84.02
96430,81.11
96440,79.86
96450,77.92
96460,67.9
96470,28.65
96480,66.9
96490,15.99
96500,7.27
96510,10.71
96520,11.75
96530,11.22
96540,7.12
96550,91.51
96560,83.32
96570,80.04
96580,79.23
96590,77.81
96600,76.51
96610,74.75
96620,54.2
96630,68.55
96640,72.57
96650,67.3
96660,77.72
96670,36.07
96680,77.41
96690,64.74
96700,63.48
96710,75.5
96720,74.79
96730,68.7
96740,73.55
96750,73.29
96760,72.62
96770,68.21
96780,45.89
96790,48.47
96800,61.83
96810,63.91
96820,53.07
96830,62.88
96840,77.07
96850,79.51
96860,78.47
96870,83.36
96880,80.72
96890,77.83
96900,77.11
96910,73.89
96920,75.93
96930,76.53
96940,76.34
96950,75.44
96960,77.4
96970,76.98
96980,76.95
96990,71.93
97000,74.4
97010,66.34
97020,71.5
97030,71.2
97040,66.16
97050,69.06
97060,59.92
97070,75
97080,72.41
97090,72.78
97100,72.16
97110,69.61
97120,57.96
97130,60.08
97140,58.77
97150,60.63
97160,63.48
97170,72.03
97180,65.95
97190,53.18
97200,56.9
97210,60.88
97220,62.16
97230,63.18
97240,39.43
97250,62.04
97260,85.06
97270,80.88
97280,78.07
97290,76.66
97300,72.84
97310,72.07
97320,73.87
97330,73.08
97340,76.44
97350,80.83
97360,83.02
97370,75.71
97380,78.68
97390,76.72
97400,79.4
97410,81.6
97420,80.41
97430,75.74
97440,58.8
97450,72.56
97460,69.48
97470,59.05
97480,63.11
97490,73.01
97500,80.48
97510,75.08
97520,73.77
97530,82.85
97540,67.9
97550,61.87
97560,68.91
97570,78.23
97580,79.69
97590,79
97600,71.59
97610,82.51
97620,72.03
97630,83.4
97640,73.43
97650,89.31
97660,79.24
97670,75.99
97680,73.34
97690,77.66
97700,75.94
97710,71.87
97720,69.02
97730,70.4
97740,74.02
97750,73.73
97760,70.4
97770,61.52
97780,71.57
97790,83.63
97800,75.95
97810,72.11
97820,70.37
97830,73.99
97840,72.41
97850,70.92
97860,70.33
97870,72.87
97880,70.06
97890,79.94
97900,74.19
97910,71.57
97920,72.9
97930,75.81
97940,73.7
97950,70
97960,82.46
97970,74.31
97980,68.44
97990,74.02
98000,75.24
98010,72.99
98020,78.15
98030,84.62
98040,83.81
98050,81.62
98060,79.06
98070,80.5
98080,77.11
98090,82.34
98100,79.62
98110,88.2
98120,79.68
98130,79.5
98140,79.96
98150,81.64
98160,80.43
98170,72.49
98180,84.72
98190,88.6
98200,84.63
98210,83.67
98220,85.28
98230,87.33
98240,82.18
98250,77.64
98260,73.99
98270,69.67
98280,57.52
98290,64.51
98300,66.58
98310,61.32
98320,56.92
98330,60.24
98340,61.58
98350,66.94
98360,66.4
98370,70.06
98380,72.93
98390,70.18
98400,71.81
98410,71.09
98420,68.14
98430,71.77
98440,71.13
98450,71.34
98460,70.24
98470,74.03
98480,73.59
98490,74.94
98500,73.43
98510,74.68
98520,76.74
98530,73.24
98540,68.55
98550,64.71
98560,67.55
98570,60.5
98580,64.82
98590,63
98600,66.56
98610,66.24
98620,69.54
98630,69.94
98640,70.56
98650,72.42
98660,71.37
98670,72.77
98680,72.37
98690,74.69
98700,72.88
98710,73.72
98720,73.94
98730,74.18
98740,73.09
98750,73.03
98760,72.45
98770,73.48
98780,72.44
98790,74.55
98800,72.79
98810,74
98820,73.86
98830,73.7
98840,73.73
98850,74.54
98860,71.54
98870,69.31
98880,67.41
98890,65.97
98900,60.76
98910,54.76
98920,56.14
98930,53.47
98940,45.72
98950,33.91
98960,26.98
98970,31.42
98980,24.01
98990,28.75
99000,17.72
99010,13.97
99020,11.22
99030,10.27
99040,8.26
99050,11.43
99060,13.01
99070,17.21
99080,17.6
99090,35.98
99100,53.36
99110,62.06
99120,59.34
99130,65.84
99140,72.86
99150,74.97
99160,76.38
99170,76.78
99180,80.11
99190,83.34
99200,82.23
99210,82.08
99220,81.89
99230,77.08
99240,41.1
99250,73.09
99260,13.21
99270,0.44
99280,0.88
99290,1.64
99300,7.05
99310,0.88
99320,0.44
99330,0.44
99340,6.52
99350,0.44
99360,89.35
99370,80
99380,77.54
99390,84.36
99400,77.13
99410,78.39
99420,74.54
99430,79.02
99440,27.33
99450,75.02
99460,65.51
99470,76.73
99480,0.44
99490,36.45
99500,65.1
99510,69.41
99520,45.31
99530,10.32
99540,81.86
99550,67.4
99560,71.19
99570,73.61
99580,41.67
99590,64.74
99600,63.95
99610,52.55
99620,31.78
99630,47.66
99640,23.1
99650,12.72
99660,29.23
99670,11.4
99680,11
99690,7.37
99700,9.46
99710,3.26
99720,6.91
99730,1.25
99740,0.44
99750,0.44
99760,3.25
99770,4.36
99780,0.44
99790,4.11
99800,0.44
99810,7.96
99820,8.65
99830,1.99
99840,0.44
99850,76.92
99860,76.08
99870,75.82
99880,71.58
99890,78.95
99900,78.72
99910,79.88
99920,79.64
99930,78
99940,92.38
99950,81.82
99960,80.18
99970,81.93
99980,80.47
99990,77.69
100000,80.22
100010,76.9
100020,75.2
100030,71.85
100040,73.62
100050,71.65
100060,70.88
100070,70.24
100080,67.29
100090,62.88
100100,59.32
100110,41.05
100120,18.82
100130,8.29
100140,8.02
100150,5.57
100160,8.36
100170,3.83
100180,7.23
100190,5.78
100200,9.58
100210,6.57
100220,4.23
100230,12.07
